transaction_id,customer_id,amount,status,failure_reason,attempt_count,previous_success_rate,days_since_last_payment,payment_method,customer_type,timestamp,recovery_status
TX12340,CUST143,49223.89,FAILED,INSUFFICIENT_FUNDS,2,0.72,56,NET_BANKING,RETURNING,04-01-2026 21:04,PENDING
TX12341,CUST355,7939.87,FAILED,UNKNOWN,2,0.51,28,WALLET,RETURNING,05-05-2026 05:18,PENDING
TX12342,CUST301,20134.49,SUCCESS,NONE,2,0.96,33,DEBIT_CARD,NEW,12-04-2026 01:40,NOT_REQUIRED
TX12343,CUST909,6129.42,FAILED,NETWORK_ERROR,3,0.87,0,CREDIT_CARD,RETURNING,06-01-2026 13:26,PENDING
TX12344,CUST602,14315,SUCCESS,NONE,3,0.58,19,UPI,RETURNING,02-06-2026 11:24,NOT_REQUIRED
TX12345,CUST715,20498.99,SUCCESS,NONE,2,0.9,40,CREDIT_CARD,RETURNING,06-06-2026 01:50,NOT_REQUIRED
TX12346,CUST377,46019.88,SUCCESS,NONE,2,0.72,28,NET_BANKING,NEW,12-01-2026 13:20,NOT_REQUIRED
TX12347,CUST663,1592.33,SUCCESS,NONE,1,0.54,21,WALLET,NEW,18-08-2026 14:08,NOT_REQUIRED
TX12348,CUST491,41649.7,SUCCESS,NONE,3,0.53,0,CREDIT_CARD,NEW,27-02-2026 04:27,NOT_REQUIRED
TX12349,CUST320,6067.67,SUCCESS,NONE,1,0.6,37,CREDIT_CARD,RETURNING,19-06-2026 15:40,NOT_REQUIRED
TX12350,CUST540,15790.27,SUCCESS,NONE,3,0.69,15,DEBIT_CARD,RETURNING,26-04-2026 21:18,NOT_REQUIRED
TX12351,CUST709,49926.71,SUCCESS,NONE,1,0.5,7,UPI,NEW,15-04-2026 14:31,NOT_REQUIRED
TX12352,CUST849,24487.53,ABANDONED,UNKNOWN,2,0.77,58,WALLET,RETURNING,02-03-2026 20:06,PENDING
TX12353,CUST116,8252.82,SUCCESS,NONE,1,0.81,56,UPI,RETURNING,09-01-2026 17:38,NOT_REQUIRED
TX12354,CUST784,23603.75,SUCCESS,NONE,3,0.44,43,WALLET,NEW,15-05-2026 21:00,NOT_REQUIRED
TX12355,CUST375,21676.87,SUCCESS,NONE,2,0.7,15,WALLET,RETURNING,21-07-2026 09:19,NOT_REQUIRED
TX12356,CUST711,23875.37,SUCCESS,NONE,2,0.71,46,DEBIT_CARD,RETURNING,11-06-2026 14:59,NOT_REQUIRED
TX12357,CUST122,24045.75,SUCCESS,NONE,3,0.81,34,DEBIT_CARD,RETURNING,12-01-2026 02:23,NOT_REQUIRED
TX12358,CUST277,31377.8,SUCCESS,NONE,1,1,44,UPI,RETURNING,20-08-2026 11:24,NOT_REQUIRED
TX12359,CUST204,16342.58,ABANDONED,UNKNOWN,3,0.99,47,UPI,NEW,07-01-2026 20:53,PENDING
TX12360,CUST951,25894.35,SUCCESS,NONE,1,0.99,59,CREDIT_CARD,NEW,22-02-2026 04:03,NOT_REQUIRED
TX12361,CUST355,22644.54,ABANDONED,UNKNOWN,2,0.47,41,UPI,NEW,09-03-2026 07:22,PENDING
TX12362,CUST314,22444.81,SUCCESS,NONE,3,0.53,3,NET_BANKING,NEW,06-01-2026 02:19,NOT_REQUIRED
TX12363,CUST480,15734.17,SUCCESS,NONE,2,0.5,16,UPI,RETURNING,04-02-2026 00:46,NOT_REQUIRED
TX12364,CUST764,29062.32,SUCCESS,NONE,1,0.66,42,WALLET,NEW,07-02-2026 02:28,NOT_REQUIRED
TX12365,CUST161,42515.17,SUCCESS,NONE,1,0.41,28,DEBIT_CARD,RETURNING,18-05-2026 21:30,NOT_REQUIRED
TX12366,CUST670,29294.71,SUCCESS,NONE,1,0.41,53,WALLET,RETURNING,06-03-2026 14:41,NOT_REQUIRED
TX12367,CUST706,43431.76,ABANDONED,UNKNOWN,2,0.83,59,CREDIT_CARD,RETURNING,22-01-2026 01:25,PENDING
TX12368,CUST331,17710.63,SUCCESS,NONE,2,0.63,40,WALLET,RETURNING,02-07-2026 08:24,NOT_REQUIRED
TX12369,CUST799,45912.7,ABANDONED,UNKNOWN,3,0.74,20,NET_BANKING,RETURNING,10-07-2026 08:21,PENDING
TX12370,CUST838,49819.67,SUCCESS,NONE,2,0.63,33,DEBIT_CARD,RETURNING,11-08-2026 23:28,NOT_REQUIRED
TX12371,CUST711,8806.94,SUCCESS,NONE,2,0.64,34,DEBIT_CARD,NEW,09-03-2026 15:13,NOT_REQUIRED
TX12372,CUST615,39194.27,SUCCESS,NONE,1,0.47,43,WALLET,RETURNING,11-03-2026 16:22,NOT_REQUIRED
TX12373,CUST499,7236.12,SUCCESS,NONE,3,0.9,13,NET_BANKING,NEW,29-01-2026 15:53,NOT_REQUIRED
TX12374,CUST111,11686.81,SUCCESS,NONE,1,0.64,6,UPI,RETURNING,23-06-2026 05:57,NOT_REQUIRED
TX12375,CUST127,38131.26,ABANDONED,UNKNOWN,3,0.58,3,NET_BANKING,RETURNING,09-06-2026 10:09,PENDING
TX12376,CUST344,9206.47,SUCCESS,NONE,1,0.49,36,NET_BANKING,NEW,27-06-2026 20:48,NOT_REQUIRED
TX12377,CUST893,36753.22,SUCCESS,NONE,1,0.58,45,CREDIT_CARD,RETURNING,28-05-2026 18:29,NOT_REQUIRED
TX12378,CUST788,36261.91,SUCCESS,NONE,3,0.5,52,WALLET,NEW,27-04-2026 10:57,NOT_REQUIRED
TX12379,CUST589,32699.49,SUCCESS,NONE,2,0.57,29,DEBIT_CARD,RETURNING,05-08-2026 04:22,NOT_REQUIRED
TX12380,CUST882,1894.26,ABANDONED,UNKNOWN,2,0.52,30,CREDIT_CARD,NEW,22-03-2026 05:36,PENDING
TX12381,CUST765,17305.37,ABANDONED,UNKNOWN,3,0.86,17,CREDIT_CARD,NEW,13-03-2026 19:57,PENDING
TX12382,CUST909,20041.99,FAILED,INSUFFICIENT_FUNDS,1,0.58,27,CREDIT_CARD,RETURNING,23-04-2026 23:40,PENDING
TX12383,CUST727,27344.02,ABANDONED,UNKNOWN,2,0.73,27,DEBIT_CARD,NEW,10-05-2026 14:34,PENDING
TX12384,CUST976,20856.02,SUCCESS,NONE,1,0.4,16,CREDIT_CARD,RETURNING,10-08-2026 15:46,NOT_REQUIRED
TX12385,CUST582,14109.69,SUCCESS,NONE,2,0.89,54,WALLET,NEW,11-04-2026 18:27,NOT_REQUIRED
TX12386,CUST194,17068.01,SUCCESS,NONE,3,0.52,27,NET_BANKING,NEW,01-08-2026 06:58,NOT_REQUIRED
TX12387,CUST495,19572.5,FAILED,UNKNOWN,2,0.62,44,UPI,NEW,02-06-2026 09:09,PENDING
TX12388,CUST857,15632.84,SUCCESS,NONE,3,0.48,46,CREDIT_CARD,RETURNING,19-06-2026 18:39,NOT_REQUIRED
TX12389,CUST981,7787.32,SUCCESS,NONE,1,0.78,10,DEBIT_CARD,RETURNING,25-03-2026 20:06,NOT_REQUIRED
TX12390,CUST161,41396.24,SUCCESS,NONE,2,0.47,30,UPI,NEW,08-04-2026 22:15,NOT_REQUIRED
TX12391,CUST616,5128.47,SUCCESS,NONE,2,0.83,40,DEBIT_CARD,NEW,06-04-2026 04:34,NOT_REQUIRED
TX12392,CUST432,11829.26,SUCCESS,NONE,1,0.42,47,UPI,NEW,12-03-2026 22:51,NOT_REQUIRED
TX12393,CUST973,10425.02,SUCCESS,NONE,1,0.47,14,UPI,NEW,23-03-2026 12:34,NOT_REQUIRED
TX12394,CUST575,8661.52,FAILED,NETWORK_ERROR,1,0.95,16,WALLET,NEW,13-08-2026 14:26,PENDING
TX12395,CUST704,30117.94,FAILED,INSUFFICIENT_FUNDS,3,0.52,1,CREDIT_CARD,NEW,28-03-2026 22:47,PENDING
TX12396,CUST228,1581.66,SUCCESS,NONE,2,0.88,42,DEBIT_CARD,NEW,08-05-2026 01:38,NOT_REQUIRED
TX12397,CUST239,2018.69,SUCCESS,NONE,2,0.88,14,WALLET,NEW,18-02-2026 21:27,NOT_REQUIRED
TX12398,CUST736,16425.88,ABANDONED,UNKNOWN,3,0.83,41,NET_BANKING,RETURNING,04-07-2026 10:12,PENDING
TX12399,CUST383,41344.1,SUCCESS,NONE,2,0.52,60,WALLET,NEW,22-02-2026 11:51,NOT_REQUIRED
TX12400,CUST284,40434.28,SUCCESS,NONE,2,0.9,3,CREDIT_CARD,RETURNING,10-07-2026 13:00,NOT_REQUIRED
TX12401,CUST566,18797.21,FAILED,CARD_EXPIRED,3,0.74,5,DEBIT_CARD,RETURNING,16-01-2026 15:14,PENDING
TX12402,CUST409,16759.47,ABANDONED,UNKNOWN,2,0.44,22,UPI,NEW,24-02-2026 06:31,PENDING
TX12403,CUST893,28883.58,SUCCESS,NONE,2,0.86,39,UPI,RETURNING,22-01-2026 07:44,NOT_REQUIRED
TX12404,CUST386,37616.41,SUCCESS,NONE,1,0.75,3,CREDIT_CARD,NEW,11-08-2026 12:31,NOT_REQUIRED
TX12405,CUST224,47161.32,SUCCESS,NONE,3,0.67,17,CREDIT_CARD,RETURNING,24-04-2026 21:01,NOT_REQUIRED
TX12406,CUST190,21840.71,SUCCESS,NONE,1,0.94,45,UPI,NEW,24-07-2026 16:18,NOT_REQUIRED
TX12407,CUST196,16540.93,FAILED,UNKNOWN,2,0.53,52,WALLET,NEW,07-07-2026 12:13,PENDING
TX12408,CUST934,4926.69,SUCCESS,NONE,1,0.79,56,UPI,NEW,28-05-2026 17:52,NOT_REQUIRED
TX12409,CUST136,3205.93,SUCCESS,NONE,3,0.98,21,WALLET,NEW,20-06-2026 09:46,NOT_REQUIRED
TX12410,CUST139,24971.31,FAILED,BANK_DECLINE,1,0.98,27,DEBIT_CARD,NEW,04-06-2026 20:38,PENDING
TX12411,CUST916,48456.66,FAILED,NETWORK_ERROR,1,0.56,19,WALLET,RETURNING,13-01-2026 15:56,PENDING
TX12412,CUST703,10904.92,SUCCESS,NONE,2,0.74,3,NET_BANKING,RETURNING,08-03-2026 14:27,NOT_REQUIRED
TX12413,CUST226,9904.05,SUCCESS,NONE,2,0.93,59,WALLET,NEW,01-07-2026 07:26,NOT_REQUIRED
TX12414,CUST340,2193.33,FAILED,BANK_DECLINE,1,0.66,11,UPI,NEW,13-04-2026 12:12,PENDING
TX12415,CUST754,3875.62,SUCCESS,NONE,2,0.64,31,DEBIT_CARD,NEW,24-05-2026 12:46,NOT_REQUIRED
TX12416,CUST971,31071.66,ABANDONED,UNKNOWN,1,0.41,22,DEBIT_CARD,RETURNING,10-01-2026 06:40,PENDING
TX12417,CUST367,1769.22,SUCCESS,NONE,1,0.45,13,CREDIT_CARD,RETURNING,05-02-2026 04:47,NOT_REQUIRED
TX12418,CUST425,30741.87,FAILED,UNKNOWN,3,0.88,34,DEBIT_CARD,NEW,12-04-2026 15:48,PENDING
TX12419,CUST354,35156.13,FAILED,INSUFFICIENT_FUNDS,3,0.97,39,UPI,NEW,17-01-2026 07:56,PENDING
TX12420,CUST453,13328.64,FAILED,INSUFFICIENT_FUNDS,3,0.74,21,CREDIT_CARD,RETURNING,02-02-2026 02:22,PENDING
TX12421,CUST465,21880.89,FAILED,INSUFFICIENT_FUNDS,3,0.78,8,CREDIT_CARD,NEW,29-06-2026 23:32,PENDING
TX12422,CUST907,17961.77,FAILED,NETWORK_ERROR,3,0.93,42,UPI,NEW,05-03-2026 16:05,PENDING
TX12423,CUST137,19449.12,SUCCESS,NONE,1,0.66,57,DEBIT_CARD,NEW,16-02-2026 21:14,NOT_REQUIRED
TX12424,CUST566,45193.58,SUCCESS,NONE,2,0.74,51,WALLET,RETURNING,15-04-2026 07:34,NOT_REQUIRED
TX12425,CUST548,39493.13,SUCCESS,NONE,1,0.41,17,UPI,RETURNING,13-05-2026 09:02,NOT_REQUIRED
TX12426,CUST570,39354.01,SUCCESS,NONE,2,0.47,0,NET_BANKING,NEW,18-04-2026 05:46,NOT_REQUIRED
TX12427,CUST106,21312.81,FAILED,CARD_EXPIRED,1,0.81,40,CREDIT_CARD,RETURNING,12-03-2026 15:09,PENDING
TX12428,CUST671,2775.56,SUCCESS,NONE,1,0.45,57,DEBIT_CARD,NEW,05-03-2026 08:03,NOT_REQUIRED
TX12429,CUST512,40938.58,FAILED,NETWORK_ERROR,3,0.78,54,CREDIT_CARD,RETURNING,19-02-2026 04:44,PENDING
TX12430,CUST290,42699.98,FAILED,NETWORK_ERROR,2,0.79,38,CREDIT_CARD,RETURNING,16-06-2026 12:37,PENDING
TX12431,CUST379,34460.43,SUCCESS,NONE,2,0.8,23,CREDIT_CARD,NEW,28-06-2026 23:45,NOT_REQUIRED
TX12432,CUST237,686.9,SUCCESS,NONE,3,0.76,44,UPI,NEW,31-01-2026 14:29,NOT_REQUIRED
TX12433,CUST206,329.73,SUCCESS,NONE,3,0.47,55,DEBIT_CARD,NEW,23-01-2026 19:57,NOT_REQUIRED
TX12434,CUST172,38223.36,SUCCESS,NONE,1,0.56,4,UPI,NEW,04-01-2026 02:25,NOT_REQUIRED
TX12435,CUST920,3912.42,SUCCESS,NONE,1,0.95,39,UPI,RETURNING,02-04-2026 10:23,NOT_REQUIRED
TX12436,CUST162,9874.67,SUCCESS,NONE,1,0.97,17,UPI,RETURNING,14-02-2026 20:08,NOT_REQUIRED
TX12437,CUST608,25793.63,SUCCESS,NONE,3,0.95,47,UPI,NEW,21-07-2026 05:36,NOT_REQUIRED
TX12438,CUST741,41119.74,FAILED,NETWORK_ERROR,3,0.43,27,NET_BANKING,NEW,15-04-2026 20:02,PENDING
TX12439,CUST269,33547.12,SUCCESS,NONE,3,0.76,41,DEBIT_CARD,RETURNING,07-01-2026 19:23,NOT_REQUIRED
TX12440,CUST492,26951.78,SUCCESS,NONE,1,0.94,21,NET_BANKING,RETURNING,26-05-2026 03:00,NOT_REQUIRED
TX12441,CUST348,31849.39,SUCCESS,NONE,1,0.84,27,DEBIT_CARD,RETURNING,17-04-2026 02:42,NOT_REQUIRED
TX12442,CUST287,24605.75,SUCCESS,NONE,1,0.46,39,DEBIT_CARD,RETURNING,25-07-2026 18:04,NOT_REQUIRED
TX12443,CUST709,17809.76,SUCCESS,NONE,2,0.52,26,UPI,NEW,07-03-2026 09:34,NOT_REQUIRED
TX12444,CUST107,25049.16,SUCCESS,NONE,3,0.87,33,WALLET,NEW,18-06-2026 21:31,NOT_REQUIRED
TX12445,CUST106,38646.91,SUCCESS,NONE,3,0.41,40,WALLET,NEW,07-02-2026 00:39,NOT_REQUIRED
TX12446,CUST143,32687.87,SUCCESS,NONE,1,0.66,7,WALLET,NEW,15-03-2026 20:10,NOT_REQUIRED
TX12447,CUST619,34845.58,SUCCESS,NONE,2,0.97,15,CREDIT_CARD,RETURNING,31-05-2026 06:21,NOT_REQUIRED
TX12448,CUST667,31812.37,SUCCESS,NONE,1,0.52,9,WALLET,RETURNING,01-06-2026 01:38,NOT_REQUIRED
TX12449,CUST655,8000.93,SUCCESS,NONE,2,0.59,29,UPI,RETURNING,29-07-2026 19:58,NOT_REQUIRED
TX12450,CUST171,20637.76,ABANDONED,UNKNOWN,2,0.4,15,DEBIT_CARD,NEW,03-03-2026 06:37,PENDING
TX12451,CUST685,21751.64,SUCCESS,NONE,3,0.54,60,CREDIT_CARD,NEW,05-01-2026 18:35,NOT_REQUIRED
TX12452,CUST208,22816.03,FAILED,NETWORK_ERROR,3,0.88,6,DEBIT_CARD,RETURNING,13-06-2026 08:15,PENDING
TX12453,CUST102,14706.27,SUCCESS,NONE,2,0.54,49,NET_BANKING,RETURNING,20-05-2026 09:55,NOT_REQUIRED
TX12454,CUST573,17178.24,FAILED,INSUFFICIENT_FUNDS,2,0.5,26,UPI,RETURNING,12-07-2026 00:47,PENDING
TX12455,CUST802,16648.06,SUCCESS,NONE,3,0.41,38,DEBIT_CARD,NEW,14-03-2026 16:36,NOT_REQUIRED
TX12456,CUST745,34162.29,ABANDONED,UNKNOWN,2,0.8,18,UPI,RETURNING,10-06-2026 14:06,PENDING
TX12457,CUST593,49136.63,ABANDONED,UNKNOWN,3,0.79,20,CREDIT_CARD,RETURNING,06-08-2026 12:49,PENDING
TX12458,CUST371,36943.27,SUCCESS,NONE,3,0.92,30,UPI,NEW,08-03-2026 16:23,NOT_REQUIRED
TX12459,CUST319,4185.79,FAILED,UNKNOWN,3,0.41,7,WALLET,RETURNING,08-02-2026 05:03,PENDING
TX12460,CUST710,14023.04,SUCCESS,NONE,2,0.6,51,CREDIT_CARD,RETURNING,16-06-2026 14:20,NOT_REQUIRED
TX12461,CUST384,44434.48,ABANDONED,UNKNOWN,2,0.46,44,CREDIT_CARD,RETURNING,20-01-2026 08:24,PENDING
TX12462,CUST287,42072,SUCCESS,NONE,1,0.41,8,WALLET,NEW,28-04-2026 09:33,NOT_REQUIRED
TX12463,CUST944,15875.55,SUCCESS,NONE,1,0.75,23,DEBIT_CARD,RETURNING,17-01-2026 21:44,NOT_REQUIRED
TX12464,CUST761,24453.71,SUCCESS,NONE,2,0.65,19,UPI,NEW,20-02-2026 13:00,NOT_REQUIRED
TX12465,CUST439,6168.59,SUCCESS,NONE,2,0.99,57,CREDIT_CARD,NEW,02-03-2026 22:01,NOT_REQUIRED
TX12466,CUST965,7148.4,SUCCESS,NONE,2,0.93,41,UPI,NEW,03-01-2026 19:45,NOT_REQUIRED
TX12467,CUST557,48375.54,SUCCESS,NONE,3,0.64,6,CREDIT_CARD,NEW,30-07-2026 21:39,NOT_REQUIRED
TX12468,CUST460,21212.94,SUCCESS,NONE,2,0.46,7,UPI,NEW,11-04-2026 01:30,NOT_REQUIRED
TX12469,CUST409,12164.8,SUCCESS,NONE,2,0.9,36,WALLET,RETURNING,15-05-2026 07:51,NOT_REQUIRED
TX12470,CUST653,49116.29,FAILED,LIMIT_EXCEEDED,3,0.66,30,WALLET,RETURNING,01-03-2026 11:07,PENDING
TX12471,CUST697,25979.94,SUCCESS,NONE,3,0.65,40,WALLET,RETURNING,21-03-2026 13:22,NOT_REQUIRED
TX12472,CUST331,7280.03,SUCCESS,NONE,1,0.54,42,DEBIT_CARD,NEW,03-04-2026 14:46,NOT_REQUIRED
TX12473,CUST138,29331.87,SUCCESS,NONE,1,0.63,13,NET_BANKING,NEW,11-05-2026 06:39,NOT_REQUIRED
TX12474,CUST190,45391.52,FAILED,NETWORK_ERROR,2,0.74,48,DEBIT_CARD,RETURNING,15-01-2026 04:56,PENDING
TX12475,CUST946,31183.33,SUCCESS,NONE,2,0.72,14,DEBIT_CARD,NEW,11-07-2026 08:15,NOT_REQUIRED
TX12476,CUST267,47057.22,SUCCESS,NONE,1,0.69,19,WALLET,RETURNING,02-05-2026 19:21,NOT_REQUIRED
TX12477,CUST981,31824.31,FAILED,NETWORK_ERROR,1,0.44,21,UPI,RETURNING,06-02-2026 02:25,PENDING
TX12478,CUST276,23454.77,SUCCESS,NONE,2,0.58,45,CREDIT_CARD,RETURNING,09-03-2026 15:09,NOT_REQUIRED
TX12479,CUST522,49283.68,SUCCESS,NONE,2,0.75,15,CREDIT_CARD,RETURNING,26-03-2026 20:53,NOT_REQUIRED
TX12480,CUST476,40430.47,SUCCESS,NONE,2,0.44,55,CREDIT_CARD,NEW,20-07-2026 22:49,NOT_REQUIRED
TX12481,CUST303,37639.42,SUCCESS,NONE,1,0.42,24,NET_BANKING,NEW,16-07-2026 07:08,NOT_REQUIRED
TX12482,CUST346,42382.29,SUCCESS,NONE,3,0.9,31,WALLET,RETURNING,18-07-2026 12:56,NOT_REQUIRED
TX12483,CUST567,13909.8,SUCCESS,NONE,3,0.61,30,CREDIT_CARD,RETURNING,11-04-2026 08:59,NOT_REQUIRED
TX12484,CUST408,9531.78,FAILED,NETWORK_ERROR,1,0.47,54,NET_BANKING,RETURNING,03-02-2026 01:27,PENDING
TX12485,CUST365,9680.52,FAILED,LIMIT_EXCEEDED,2,0.78,50,CREDIT_CARD,NEW,30-06-2026 17:11,PENDING
TX12486,CUST966,38827.13,ABANDONED,UNKNOWN,1,0.87,48,DEBIT_CARD,NEW,16-05-2026 18:30,PENDING
TX12487,CUST995,24845.25,FAILED,INSUFFICIENT_FUNDS,1,0.77,59,CREDIT_CARD,NEW,18-08-2026 05:11,PENDING
TX12488,CUST660,38073.07,SUCCESS,NONE,3,0.59,0,WALLET,NEW,21-03-2026 07:55,NOT_REQUIRED
TX12489,CUST687,22106.55,SUCCESS,NONE,3,0.56,9,WALLET,NEW,04-03-2026 15:56,NOT_REQUIRED
TX12490,CUST617,38654.17,SUCCESS,NONE,3,0.8,55,DEBIT_CARD,RETURNING,21-05-2026 10:15,NOT_REQUIRED
TX12491,CUST391,21566.29,SUCCESS,NONE,1,0.52,42,CREDIT_CARD,NEW,01-01-2026 15:45,NOT_REQUIRED
TX12492,CUST817,42066.69,SUCCESS,NONE,1,0.48,54,WALLET,RETURNING,13-06-2026 21:30,NOT_REQUIRED
TX12493,CUST267,8385.02,SUCCESS,NONE,2,0.93,14,CREDIT_CARD,NEW,24-02-2026 05:52,NOT_REQUIRED
TX12494,CUST190,25325.3,SUCCESS,NONE,2,0.91,58,NET_BANKING,NEW,07-08-2026 07:46,NOT_REQUIRED
TX12495,CUST540,40820.3,SUCCESS,NONE,2,0.76,45,NET_BANKING,NEW,30-07-2026 20:59,NOT_REQUIRED
TX12496,CUST262,45558.01,SUCCESS,NONE,1,0.56,2,WALLET,RETURNING,24-07-2026 12:55,NOT_REQUIRED
TX12497,CUST269,35710.33,FAILED,CARD_EXPIRED,3,0.47,30,NET_BANKING,NEW,06-05-2026 03:42,PENDING
TX12498,CUST662,1527.92,SUCCESS,NONE,1,0.95,19,NET_BANKING,NEW,12-06-2026 02:01,NOT_REQUIRED
TX12499,CUST244,10579.04,SUCCESS,NONE,1,0.49,34,WALLET,NEW,08-08-2026 09:08,NOT_REQUIRED
TX12500,CUST381,821,SUCCESS,NONE,2,0.7,58,NET_BANKING,RETURNING,13-08-2026 08:59,NOT_REQUIRED
TX12501,CUST267,12851.96,SUCCESS,NONE,1,0.98,27,UPI,NEW,05-07-2026 16:24,NOT_REQUIRED
TX12502,CUST202,1050.61,SUCCESS,NONE,3,0.61,36,NET_BANKING,NEW,27-05-2026 11:48,NOT_REQUIRED
TX12503,CUST322,15220.21,FAILED,NETWORK_ERROR,2,0.76,49,WALLET,RETURNING,17-06-2026 15:19,PENDING
TX12504,CUST450,4485.11,FAILED,LIMIT_EXCEEDED,1,0.94,31,CREDIT_CARD,NEW,29-03-2026 16:35,PENDING
TX12505,CUST351,37606.72,SUCCESS,NONE,1,0.91,35,DEBIT_CARD,NEW,18-07-2026 23:48,NOT_REQUIRED
TX12506,CUST207,46310.52,SUCCESS,NONE,2,0.55,5,WALLET,NEW,16-03-2026 08:09,NOT_REQUIRED
TX12507,CUST492,34358.9,FAILED,NETWORK_ERROR,1,0.65,19,CREDIT_CARD,NEW,17-01-2026 12:43,PENDING
TX12508,CUST182,41802.82,SUCCESS,NONE,2,0.4,33,CREDIT_CARD,RETURNING,21-05-2026 05:47,NOT_REQUIRED
TX12509,CUST312,1398.82,SUCCESS,NONE,3,0.68,10,NET_BANKING,RETURNING,20-05-2026 23:59,NOT_REQUIRED
TX12510,CUST828,12910.81,SUCCESS,NONE,2,0.52,18,NET_BANKING,RETURNING,15-01-2026 11:01,NOT_REQUIRED
TX12511,CUST788,17597.29,SUCCESS,NONE,2,0.51,27,DEBIT_CARD,NEW,28-02-2026 04:22,NOT_REQUIRED
TX12512,CUST640,8075.61,ABANDONED,UNKNOWN,3,0.89,39,CREDIT_CARD,NEW,10-07-2026 20:47,PENDING
TX12513,CUST852,6486.54,FAILED,BANK_DECLINE,1,0.63,36,WALLET,RETURNING,08-02-2026 18:31,PENDING
TX12514,CUST606,44506.19,SUCCESS,NONE,2,0.49,6,CREDIT_CARD,RETURNING,27-01-2026 04:22,NOT_REQUIRED
TX12515,CUST561,45518.91,SUCCESS,NONE,3,0.41,31,WALLET,NEW,14-07-2026 17:42,NOT_REQUIRED
TX12516,CUST410,11587.66,SUCCESS,NONE,3,0.92,31,CREDIT_CARD,RETURNING,11-02-2026 05:09,NOT_REQUIRED
TX12517,CUST590,46995.35,SUCCESS,NONE,1,0.52,36,DEBIT_CARD,NEW,19-08-2026 12:53,NOT_REQUIRED
TX12518,CUST363,16469.25,SUCCESS,NONE,1,0.87,11,WALLET,RETURNING,03-01-2026 13:48,NOT_REQUIRED
TX12519,CUST895,34511.86,SUCCESS,NONE,2,0.66,27,CREDIT_CARD,RETURNING,30-07-2026 14:17,NOT_REQUIRED
TX12520,CUST737,24259.77,SUCCESS,NONE,2,0.95,21,UPI,NEW,15-02-2026 07:19,NOT_REQUIRED
TX12521,CUST458,11761.34,FAILED,INSUFFICIENT_FUNDS,3,0.99,5,UPI,RETURNING,14-06-2026 06:49,PENDING
TX12522,CUST577,47520.47,SUCCESS,NONE,2,0.79,50,DEBIT_CARD,NEW,28-03-2026 17:38,NOT_REQUIRED
TX12523,CUST613,18308.89,SUCCESS,NONE,3,0.81,34,UPI,NEW,07-01-2026 16:08,NOT_REQUIRED
TX12524,CUST682,18430.96,SUCCESS,NONE,2,0.9,50,UPI,RETURNING,28-05-2026 15:14,NOT_REQUIRED
TX12525,CUST158,13016.01,FAILED,CARD_EXPIRED,1,0.59,16,DEBIT_CARD,RETURNING,05-03-2026 21:18,PENDING
TX12526,CUST851,40090.78,SUCCESS,NONE,3,0.77,40,CREDIT_CARD,NEW,01-01-2026 16:36,NOT_REQUIRED
TX12527,CUST546,16608.86,SUCCESS,NONE,3,0.56,16,UPI,RETURNING,23-05-2026 18:29,NOT_REQUIRED
TX12528,CUST778,2718.85,SUCCESS,NONE,1,0.75,16,WALLET,NEW,02-06-2026 08:39,NOT_REQUIRED
TX12529,CUST652,4237.16,SUCCESS,NONE,3,0.73,34,DEBIT_CARD,NEW,28-01-2026 21:50,NOT_REQUIRED
TX12530,CUST424,19719.38,SUCCESS,NONE,3,0.42,3,NET_BANKING,NEW,29-06-2026 22:01,NOT_REQUIRED
TX12531,CUST598,49237.36,FAILED,NETWORK_ERROR,2,0.92,28,CREDIT_CARD,RETURNING,20-07-2026 07:50,PENDING
TX12532,CUST105,20951.25,SUCCESS,NONE,2,0.4,39,NET_BANKING,NEW,18-05-2026 11:19,NOT_REQUIRED
TX12533,CUST916,10118.41,SUCCESS,NONE,1,0.53,6,UPI,RETURNING,31-01-2026 22:38,NOT_REQUIRED
TX12534,CUST599,29292.54,FAILED,NETWORK_ERROR,1,0.5,23,WALLET,RETURNING,21-02-2026 03:20,PENDING
TX12535,CUST643,5983.26,SUCCESS,NONE,1,0.94,2,UPI,NEW,30-01-2026 02:30,NOT_REQUIRED
TX12536,CUST257,21680.96,SUCCESS,NONE,1,0.65,32,WALLET,NEW,02-01-2026 09:57,NOT_REQUIRED
TX12537,CUST114,6276.32,SUCCESS,NONE,1,0.9,6,DEBIT_CARD,RETURNING,15-05-2026 10:00,NOT_REQUIRED
TX12538,CUST588,14309.44,SUCCESS,NONE,3,0.96,11,CREDIT_CARD,RETURNING,14-05-2026 04:53,NOT_REQUIRED
TX12539,CUST912,8179.96,SUCCESS,NONE,1,0.45,34,DEBIT_CARD,NEW,22-01-2026 13:16,NOT_REQUIRED
TX12540,CUST739,13830.66,FAILED,NETWORK_ERROR,3,0.71,39,UPI,NEW,21-04-2026 23:58,PENDING
TX12541,CUST437,19977.95,SUCCESS,NONE,3,0.77,29,CREDIT_CARD,RETURNING,17-03-2026 08:18,NOT_REQUIRED
TX12542,CUST158,19684.71,SUCCESS,NONE,1,0.82,16,NET_BANKING,RETURNING,05-04-2026 14:40,NOT_REQUIRED
TX12543,CUST367,8457.4,SUCCESS,NONE,1,0.81,51,DEBIT_CARD,NEW,04-06-2026 22:44,NOT_REQUIRED
